ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
5898,06_test.tif,0.746,0.877,0.65,0.957,80,7.0,0.3,14
5899,06_test.tif,0.729,0.903,0.612,0.956,80,8.5,0.3,20
5900,06_test.tif,0.276,0.162,0.949,0.516,60,6.5,0.9,18
5901,06_test.tif,0.761,0.791,0.733,0.955,60,7.5,0.5,22
5902,06_test.tif,0.503,0.349,0.901,0.827,60,6.0,0.1,20
5903,06_test.tif,0.691,0.935,0.548,0.952,80,7.5,0.7,12
5904,06_test.tif,0.661,0.951,0.507,0.949,80,7.5,0.7,10
5905,06_test.tif,0.76,0.774,0.746,0.954,80,7.0,0.3,20
5906,06_test.tif,0.759,0.835,0.696,0.957,80,7.0,0.5,16
5907,06_test.tif,0.76,0.834,0.698,0.957,60,6.0,0.1,12
5908,06_test.tif,0.676,0.944,0.526,0.951,80,9.0,0.7,18
5909,06_test.tif,0.663,0.943,0.512,0.949,80,8.5,0.9,16
5910,06_test.tif,0.645,0.951,0.488,0.948,80,9.5,0.9,20
5911,06_test.tif,0.676,0.945,0.526,0.951,80,9.5,0.5,18
5912,06_test.tif,0.708,0.928,0.572,0.954,60,7.0,0.3,10
5913,06_test.tif,0.274,0.159,0.967,0.501,80,6.0,0.7,18
5914,06_test.tif,0.621,0.558,0.701,0.917,60,8.5,0.9,24
5915,06_test.tif,0.753,0.861,0.669,0.957,80,6.0,0.5,10
5916,06_test.tif,0.76,0.819,0.709,0.956,80,7.5,0.3,22
5917,06_test.tif,0.759,0.777,0.742,0.954,80,7.0,0.5,18
5918,06_test.tif,0.702,0.93,0.564,0.953,80,7.0,0.5,10
5919,06_test.tif,0.64,0.532,0.802,0.912,80,7.0,0.7,18
5920,06_test.tif,0.291,0.171,0.972,0.538,80,6.0,0.3,22
5921,06_test.tif,0.725,0.907,0.604,0.955,80,6.5,0.7,10
5922,06_test.tif,0.576,0.472,0.738,0.894,80,7.0,0.9,14
5923,06_test.tif,0.614,0.535,0.72,0.912,80,8.0,0.9,20
5924,06_test.tif,0.733,0.895,0.621,0.956,80,6.5,0.1,10
5925,06_test.tif,0.732,0.901,0.616,0.956,60,6.5,0.1,10
5926,06_test.tif,0.757,0.844,0.686,0.957,80,7.5,0.3,20
5927,06_test.tif,0.76,0.839,0.694,0.957,60,8.0,0.5,24
5928,06_test.tif,0.556,0.979,0.388,0.94,60,9.0,0.9,12
5929,06_test.tif,0.648,0.954,0.491,0.948,80,8.5,0.5,10
5930,06_test.tif,0.75,0.874,0.658,0.957,60,6.0,0.3,10
5931,06_test.tif,0.752,0.774,0.731,0.953,60,7.0,0.7,16
5932,06_test.tif,0.752,0.866,0.665,0.957,80,6.5,0.5,12
5933,06_test.tif,0.668,0.953,0.514,0.95,60,9.5,0.1,12
5934,06_test.tif,0.618,0.957,0.457,0.945,80,9.5,0.7,10
5935,06_test.tif,0.743,0.884,0.64,0.957,60,8.5,0.1,24
5936,06_test.tif,0.69,0.938,0.546,0.952,80,9.0,0.1,12
5937,06_test.tif,0.703,0.925,0.567,0.953,60,8.0,0.7,16
5938,06_test.tif,0.664,0.949,0.51,0.95,80,8.0,0.7,12
5939,06_test.tif,0.737,0.896,0.626,0.957,80,8.5,0.5,22
5940,06_test.tif,0.752,0.872,0.662,0.958,60,8.0,0.3,22
5941,06_test.tif,0.339,0.208,0.927,0.649,60,6.5,0.7,18
5942,06_test.tif,0.749,0.725,0.774,0.949,60,6.0,0.3,14
5943,06_test.tif,0.73,0.907,0.611,0.956,60,7.0,0.3,12
5944,06_test.tif,0.651,0.954,0.494,0.948,80,9.0,0.5,12
5945,06_test.tif,0.612,0.964,0.449,0.945,60,9.0,0.9,18
5946,06_test.tif,0.76,0.835,0.697,0.957,60,6.5,0.3,14
5947,06_test.tif,0.265,0.153,0.977,0.472,80,6.0,0.7,22
5948,06_test.tif,0.73,0.903,0.612,0.956,80,9.0,0.3,24
5949,06_test.tif,0.736,0.899,0.623,0.957,60,8.5,0.3,22
5950,06_test.tif,0.757,0.831,0.696,0.957,80,8.0,0.7,22
5951,06_test.tif,0.716,0.92,0.586,0.955,60,8.5,0.3,18
5952,06_test.tif,0.652,0.954,0.495,0.949,80,9.5,0.3,10
5953,06_test.tif,0.273,0.159,0.954,0.505,60,7.0,0.9,24
5954,06_test.tif,0.733,0.897,0.619,0.956,80,9.0,0.1,24
5955,06_test.tif,0.697,0.931,0.557,0.953,60,9.0,0.7,22
5956,06_test.tif,0.698,0.918,0.563,0.953,80,9.0,0.9,22
5957,06_test.tif,0.422,0.281,0.848,0.774,80,8.0,0.9,24
5958,06_test.tif,0.621,0.957,0.46,0.945,80,9.5,0.7,12
5959,06_test.tif,0.677,0.928,0.533,0.951,60,9.0,0.9,22
5960,06_test.tif,0.634,0.955,0.474,0.947,80,9.5,0.9,18
5961,06_test.tif,0.659,0.561,0.798,0.92,80,7.5,0.7,22
5962,06_test.tif,0.754,0.86,0.671,0.957,80,8.0,0.5,22
5963,06_test.tif,0.554,0.979,0.386,0.939,60,9.5,0.7,10
5964,06_test.tif,0.71,0.927,0.575,0.954,60,7.5,0.3,12
5965,06_test.tif,0.683,0.944,0.535,0.952,80,8.0,0.3,10
5966,06_test.tif,0.268,0.156,0.973,0.484,80,6.0,0.7,20
5967,06_test.tif,0.752,0.866,0.664,0.957,80,8.0,0.3,22
5968,06_test.tif,0.27,0.157,0.958,0.497,60,6.0,0.9,16
5969,06_test.tif,0.729,0.906,0.611,0.956,80,7.0,0.5,12
5970,06_test.tif,0.737,0.892,0.628,0.956,80,8.5,0.7,22
5971,06_test.tif,0.62,0.957,0.458,0.945,80,9.0,0.7,10
5972,06_test.tif,0.672,0.946,0.521,0.95,60,7.0,0.7,10
5973,06_test.tif,0.76,0.826,0.704,0.957,80,7.5,0.5,20
5974,06_test.tif,0.745,0.878,0.647,0.957,80,7.5,0.7,16
5975,06_test.tif,0.271,0.158,0.969,0.493,80,6.5,0.7,24
5976,06_test.tif,0.588,0.444,0.869,0.881,80,6.5,0.1,24
5977,06_test.tif,0.755,0.856,0.676,0.957,60,7.5,0.1,20
5978,06_test.tif,0.654,0.953,0.498,0.949,80,9.5,0.7,18
5979,06_test.tif,0.294,0.174,0.953,0.554,60,6.5,0.7,20
5980,06_test.tif,0.698,0.932,0.558,0.953,80,9.0,0.1,14
5981,06_test.tif,0.758,0.768,0.748,0.953,80,6.0,0.5,12
5982,06_test.tif,0.619,0.957,0.458,0.945,80,9.5,0.9,14
5983,06_test.tif,0.743,0.887,0.639,0.957,80,7.5,0.5,16
5984,06_test.tif,0.691,0.934,0.548,0.952,60,8.5,0.7,18
5985,06_test.tif,0.727,0.909,0.605,0.956,60,9.0,0.3,24
5986,06_test.tif,0.722,0.914,0.596,0.955,60,9.0,0.5,24
5987,06_test.tif,0.732,0.901,0.616,0.956,80,6.5,0.3,10
5988,06_test.tif,0.723,0.912,0.599,0.955,80,9.0,0.3,22
5989,06_test.tif,0.748,0.869,0.656,0.957,80,6.0,0.1,10
5990,06_test.tif,0.741,0.894,0.633,0.957,60,7.5,0.3,16
5991,06_test.tif,0.681,0.944,0.532,0.951,80,9.0,0.1,10
5992,06_test.tif,0.681,0.941,0.533,0.951,80,9.5,0.7,22
5993,06_test.tif,0.733,0.902,0.617,0.956,60,8.5,0.5,22
5994,06_test.tif,0.59,0.972,0.423,0.943,60,8.5,0.9,14
5995,06_test.tif,0.75,0.728,0.774,0.95,60,7.0,0.1,24
5996,06_test.tif,0.67,0.94,0.521,0.95,80,8.0,0.9,14
5997,06_test.tif,0.291,0.172,0.935,0.556,80,6.5,0.9,16
5998,06_test.tif,0.761,0.804,0.722,0.956,80,7.0,0.1,20
5999,06_test.tif,0.64,0.953,0.482,0.947,80,8.0,0.9,12
6000,06_test.tif,0.594,0.974,0.428,0.943,60,8.5,0.7,12
6001,06_test.tif,0.673,0.937,0.525,0.95,80,7.5,0.9,12
6002,06_test.tif,0.754,0.854,0.675,0.957,80,8.0,0.1,24
6003,06_test.tif,0.59,0.972,0.424,0.943,60,8.0,0.9,12
6004,06_test.tif,0.642,0.95,0.485,0.947,60,7.5,0.9,12
6005,06_test.tif,0.641,0.954,0.483,0.947,80,9.0,0.7,14
6006,06_test.tif,0.748,0.722,0.777,0.949,60,7.0,0.3,22
6007,06_test.tif,0.623,0.956,0.462,0.946,80,8.0,0.9,10
6008,06_test.tif,0.64,0.513,0.85,0.907,60,6.0,0.1,18
6009,06_test.tif,0.326,0.199,0.905,0.636,80,7.5,0.9,22
6010,06_test.tif,0.339,0.206,0.945,0.641,60,6.5,0.5,22
6011,06_test.tif,0.691,0.94,0.546,0.952,60,8.5,0.1,12
6012,06_test.tif,0.736,0.697,0.78,0.946,80,6.5,0.5,16
6013,06_test.tif,0.733,0.689,0.784,0.945,80,7.0,0.5,20
6014,06_test.tif,0.717,0.916,0.59,0.955,80,8.5,0.1,16
6015,06_test.tif,0.712,0.922,0.581,0.954,80,8.0,0.3,14
6016,06_test.tif,0.267,0.155,0.966,0.483,60,6.0,0.9,18
6017,06_test.tif,0.64,0.52,0.833,0.909,80,7.0,0.5,22
6018,06_test.tif,0.718,0.919,0.59,0.955,60,7.5,0.1,12
6019,06_test.tif,0.261,0.15,0.979,0.459,60,6.0,0.9,24
6020,06_test.tif,0.608,0.973,0.442,0.944,60,8.5,0.5,10
6021,06_test.tif,0.712,0.917,0.582,0.954,60,8.5,0.7,20
6022,06_test.tif,0.72,0.817,0.643,0.951,80,8.0,0.9,18
6023,06_test.tif,0.678,0.934,0.532,0.951,80,9.5,0.9,24
6024,06_test.tif,0.678,0.573,0.831,0.923,80,6.5,0.1,22
6025,06_test.tif,0.721,0.912,0.596,0.955,80,7.5,0.7,14
6026,06_test.tif,0.756,0.833,0.693,0.957,80,6.0,0.7,10
6027,06_test.tif,0.693,0.937,0.55,0.953,80,9.0,0.5,18
6028,06_test.tif,0.721,0.915,0.596,0.955,60,7.5,0.5,14
6029,06_test.tif,0.71,0.804,0.636,0.949,60,8.5,0.9,22
6030,06_test.tif,0.749,0.873,0.656,0.957,60,7.5,0.1,18
6031,06_test.tif,0.705,0.928,0.569,0.954,80,9.0,0.5,20
6032,06_test.tif,0.753,0.769,0.737,0.953,80,7.0,0.7,16
6033,06_test.tif,0.697,0.934,0.556,0.953,80,8.0,0.3,12
6034,06_test.tif,0.661,0.952,0.506,0.949,80,9.0,0.3,10
6035,06_test.tif,0.73,0.907,0.61,0.956,60,6.5,0.3,10
6036,06_test.tif,0.585,0.973,0.418,0.942,60,9.0,0.9,16
6037,06_test.tif,0.475,0.327,0.87,0.813,80,6.5,0.7,16
6038,06_test.tif,0.671,0.951,0.518,0.95,60,9.5,0.5,20
6039,06_test.tif,0.753,0.777,0.731,0.953,60,8.0,0.7,24
6040,06_test.tif,0.513,0.362,0.881,0.837,60,7.0,0.5,24
6041,06_test.tif,0.762,0.811,0.718,0.956,60,6.5,0.1,16
6042,06_test.tif,0.672,0.946,0.521,0.95,60,8.0,0.7,14
6043,06_test.tif,0.586,0.977,0.419,0.942,60,9.5,0.5,12
6044,06_test.tif,0.71,0.922,0.577,0.954,80,9.5,0.1,20
6045,06_test.tif,0.76,0.769,0.75,0.954,80,7.0,0.1,22
6046,06_test.tif,0.722,0.911,0.598,0.955,80,9.5,0.1,24
6047,06_test.tif,0.64,0.953,0.481,0.947,80,8.5,0.9,14
6048,06_test.tif,0.268,0.156,0.965,0.487,80,6.5,0.9,22
6049,06_test.tif,0.659,0.951,0.504,0.949,80,9.0,0.7,16
6050,06_test.tif,0.663,0.951,0.509,0.95,80,9.5,0.3,12
6051,06_test.tif,0.704,0.865,0.593,0.951,60,7.0,0.9,12
6052,06_test.tif,0.538,0.395,0.844,0.859,60,7.5,0.7,24
6053,06_test.tif,0.468,0.315,0.909,0.799,80,6.0,0.3,18
6054,06_test.tif,0.671,0.953,0.518,0.951,60,8.5,0.3,12
6055,06_test.tif,0.522,0.39,0.787,0.86,80,7.5,0.9,18
6056,06_test.tif,0.707,0.927,0.571,0.954,80,9.5,0.5,24
6057,06_test.tif,0.705,0.929,0.568,0.954,80,9.0,0.3,18
6058,06_test.tif,0.345,0.214,0.891,0.67,80,6.5,0.9,14
6059,06_test.tif,0.725,0.906,0.605,0.955,80,8.5,0.1,18
6060,06_test.tif,0.626,0.956,0.465,0.946,80,9.5,0.5,10
6061,06_test.tif,0.749,0.867,0.659,0.957,80,8.0,0.7,20
6062,06_test.tif,0.666,0.953,0.512,0.95,60,8.5,0.5,14
6063,06_test.tif,0.698,0.933,0.558,0.953,80,8.5,0.5,16
6064,06_test.tif,0.75,0.868,0.66,0.957,80,6.0,0.3,10
6065,06_test.tif,0.736,0.895,0.624,0.956,60,8.0,0.1,18
6066,06_test.tif,0.634,0.956,0.474,0.947,80,9.0,0.5,10
6067,06_test.tif,0.663,0.95,0.509,0.95,80,8.5,0.7,14
6068,06_test.tif,0.73,0.903,0.612,0.956,80,7.5,0.3,14
6069,06_test.tif,0.679,0.942,0.531,0.951,60,9.5,0.7,24
6070,06_test.tif,0.264,0.153,0.972,0.474,80,6.0,0.9,20
6071,06_test.tif,0.68,0.944,0.531,0.951,80,9.0,0.5,16
6072,06_test.tif,0.271,0.158,0.959,0.498,80,6.5,0.9,20
6073,06_test.tif,0.64,0.513,0.85,0.907,80,6.0,0.1,18
6074,06_test.tif,0.667,0.955,0.513,0.95,60,8.0,0.3,10
6075,06_test.tif,0.637,0.962,0.476,0.947,60,9.5,0.7,20
6076,06_test.tif,0.672,0.949,0.52,0.951,80,8.5,0.3,10
6077,06_test.tif,0.754,0.86,0.671,0.957,60,7.0,0.1,16
6078,06_test.tif,0.598,0.462,0.846,0.889,60,6.5,0.5,18
6079,06_test.tif,0.589,0.975,0.422,0.943,60,8.0,0.7,10
6080,06_test.tif,0.653,0.96,0.495,0.949,60,9.5,0.3,14
6081,06_test.tif,0.708,0.923,0.574,0.954,80,9.0,0.7,22
6082,06_test.tif,0.414,0.266,0.929,0.744,60,6.5,0.3,24
6083,06_test.tif,0.556,0.979,0.388,0.94,60,9.5,0.9,14
6084,06_test.tif,0.757,0.855,0.679,0.958,60,8.0,0.3,24
6085,06_test.tif,0.694,0.937,0.551,0.953,60,8.0,0.5,14
6086,06_test.tif,0.639,0.965,0.478,0.947,60,8.5,0.5,12
6087,06_test.tif,0.746,0.882,0.646,0.957,80,8.5,0.5,24
6088,06_test.tif,0.744,0.875,0.648,0.957,80,7.0,0.1,14
6089,06_test.tif,0.755,0.836,0.689,0.957,60,8.0,0.7,22
6090,06_test.tif,0.416,0.269,0.915,0.75,80,6.0,0.5,16
6091,06_test.tif,0.676,0.944,0.526,0.951,60,7.5,0.7,12
6092,06_test.tif,0.27,0.157,0.977,0.486,60,6.0,0.5,22
6093,06_test.tif,0.631,0.965,0.468,0.947,60,8.5,0.7,14
6094,06_test.tif,0.685,0.942,0.539,0.952,80,9.0,0.3,14
6095,06_test.tif,0.651,0.956,0.494,0.949,60,9.0,0.7,18
6096,06_test.tif,0.707,0.924,0.573,0.954,80,8.0,0.1,12
6097,06_test.tif,0.717,0.888,0.602,0.954,80,9.0,0.9,24
6098,06_test.tif,0.566,0.978,0.398,0.941,60,9.5,0.5,10
6099,06_test.tif,0.731,0.905,0.613,0.956,60,7.5,0.1,14
6100,06_test.tif,0.29,0.171,0.956,0.544,80,6.0,0.7,16
6101,06_test.tif,0.572,0.978,0.404,0.941,60,9.5,0.7,14
6102,06_test.tif,0.266,0.154,0.969,0.48,80,6.5,0.9,24
6103,06_test.tif,0.475,0.326,0.873,0.812,80,7.0,0.7,20
6104,06_test.tif,0.554,0.979,0.387,0.94,60,8.5,0.9,10
6105,06_test.tif,0.704,0.926,0.567,0.953,80,8.5,0.7,18
6106,06_test.tif,0.27,0.157,0.977,0.486,80,6.0,0.5,22
6107,06_test.tif,0.685,0.942,0.539,0.952,60,9.5,0.5,22
6108,06_test.tif,0.696,0.933,0.554,0.953,80,8.0,0.1,10
6109,06_test.tif,0.719,0.917,0.591,0.955,60,9.0,0.3,22
6110,06_test.tif,0.502,0.348,0.901,0.826,80,6.0,0.1,20
6111,06_test.tif,0.683,0.943,0.535,0.952,80,8.5,0.5,14
6112,06_test.tif,0.748,0.875,0.653,0.957,60,6.5,0.1,12
6113,06_test.tif,0.359,0.223,0.917,0.681,60,6.0,0.7,14
6114,06_test.tif,0.716,0.919,0.586,0.955,80,9.5,0.3,24
6115,06_test.tif,0.638,0.955,0.479,0.947,80,8.0,0.7,10
6116,06_test.tif,0.749,0.87,0.657,0.957,80,6.5,0.3,12
6117,06_test.tif,0.261,0.15,0.979,0.459,80,6.0,0.9,24
6118,06_test.tif,0.567,0.978,0.4,0.941,60,8.5,0.7,10
6119,06_test.tif,0.733,0.895,0.621,0.956,80,7.0,0.1,12
6120,06_test.tif,0.716,0.916,0.588,0.955,80,9.5,0.1,22
6121,06_test.tif,0.689,0.619,0.777,0.932,80,6.5,0.7,14
6122,06_test.tif,0.28,0.163,0.971,0.513,80,6.0,0.5,20
6123,06_test.tif,0.759,0.841,0.692,0.957,60,7.0,0.5,16
6124,06_test.tif,0.641,0.517,0.842,0.908,60,6.0,0.3,16
6125,06_test.tif,0.698,0.933,0.558,0.953,60,9.5,0.5,24
6126,06_test.tif,0.319,0.194,0.905,0.624,60,7.0,0.9,18
6127,06_test.tif,0.749,0.867,0.659,0.957,80,8.0,0.1,22
6128,06_test.tif,0.757,0.832,0.694,0.957,80,7.5,0.7,18
6129,06_test.tif,0.695,0.935,0.553,0.953,80,7.5,0.3,10
6130,06_test.tif,0.637,0.953,0.479,0.947,60,8.0,0.9,14
6131,06_test.tif,0.762,0.81,0.719,0.956,60,6.5,0.5,14
6132,06_test.tif,0.289,0.171,0.933,0.554,60,7.0,0.9,20
6133,06_test.tif,0.735,0.686,0.791,0.944,60,6.0,0.1,16
6134,06_test.tif,0.277,0.162,0.963,0.512,80,6.5,0.7,22
6135,06_test.tif,0.344,0.21,0.953,0.646,80,6.0,0.3,20
6136,06_test.tif,0.726,0.909,0.604,0.956,80,7.5,0.5,14
6137,06_test.tif,0.748,0.723,0.775,0.949,80,7.0,0.1,24
6138,06_test.tif,0.721,0.911,0.597,0.955,80,9.0,0.7,24
6139,06_test.tif,0.279,0.163,0.948,0.523,80,6.0,0.9,14
6140,06_test.tif,0.619,0.957,0.458,0.945,80,9.0,0.9,12
6141,06_test.tif,0.726,0.912,0.604,0.956,60,9.0,0.1,22
6142,06_test.tif,0.685,0.944,0.538,0.952,60,9.0,0.3,16
6143,06_test.tif,0.69,0.94,0.545,0.952,60,9.5,0.1,16
6144,06_test.tif,0.71,0.82,0.626,0.95,60,8.0,0.9,18
6145,06_test.tif,0.508,0.376,0.785,0.852,80,6.0,0.9,10
6146,06_test.tif,0.524,0.4,0.762,0.865,60,6.5,0.9,12
6147,06_test.tif,0.42,0.28,0.843,0.774,60,8.0,0.9,24
6148,06_test.tif,0.761,0.779,0.744,0.955,60,6.0,0.1,14
6149,06_test.tif,0.761,0.832,0.701,0.957,60,7.5,0.5,20
6150,06_test.tif,0.679,0.574,0.831,0.923,60,6.5,0.1,22
6151,06_test.tif,0.76,0.782,0.739,0.955,60,7.0,0.5,18
6152,06_test.tif,0.735,0.693,0.782,0.945,60,7.0,0.5,20
6153,06_test.tif,0.744,0.881,0.644,0.957,80,8.5,0.3,24
6154,06_test.tif,0.528,0.401,0.772,0.865,80,6.5,0.9,12
6155,06_test.tif,0.761,0.786,0.737,0.955,80,7.5,0.5,22
6156,06_test.tif,0.59,0.975,0.423,0.943,60,9.5,0.7,16
6157,06_test.tif,0.759,0.83,0.7,0.957,80,6.5,0.3,14
6158,06_test.tif,0.713,0.919,0.582,0.954,80,8.0,0.7,16
6159,06_test.tif,0.707,0.929,0.571,0.954,60,9.5,0.1,20
6160,06_test.tif,0.667,0.953,0.513,0.95,60,8.0,0.5,12
6161,06_test.tif,0.669,0.94,0.52,0.95,80,7.0,0.9,10
6162,06_test.tif,0.438,0.289,0.909,0.773,60,6.5,0.5,20
6163,06_test.tif,0.749,0.876,0.654,0.957,60,6.5,0.3,12
6164,06_test.tif,0.695,0.936,0.552,0.953,80,9.0,0.3,16
6165,06_test.tif,0.265,0.153,0.98,0.47,80,6.0,0.5,24
6166,06_test.tif,0.761,0.775,0.748,0.954,60,7.0,0.1,22
6167,06_test.tif,0.513,0.362,0.881,0.837,80,7.0,0.5,24
6168,06_test.tif,0.731,0.905,0.613,0.956,60,8.0,0.5,18
6169,06_test.tif,0.761,0.79,0.735,0.955,80,7.5,0.3,24
6170,06_test.tif,0.608,0.533,0.707,0.911,60,8.0,0.9,20
6171,06_test.tif,0.737,0.691,0.788,0.945,60,6.5,0.1,20
6172,06_test.tif,0.661,0.956,0.505,0.95,60,9.0,0.5,16
6173,06_test.tif,0.633,0.964,0.471,0.947,60,8.0,0.7,12
6174,06_test.tif,0.692,0.939,0.547,0.953,60,9.0,0.1,14
6175,06_test.tif,0.31,0.185,0.956,0.586,60,6.0,0.5,18
6176,06_test.tif,0.718,0.913,0.591,0.955,60,6.5,0.7,10
6177,06_test.tif,0.752,0.873,0.66,0.958,60,7.5,0.3,18
6178,06_test.tif,0.732,0.901,0.617,0.956,60,7.0,0.1,12
6179,06_test.tif,0.675,0.947,0.524,0.951,80,9.5,0.1,10
6180,06_test.tif,0.761,0.784,0.739,0.955,60,6.5,0.3,16
6181,06_test.tif,0.589,0.445,0.869,0.882,60,6.5,0.1,24
6182,06_test.tif,0.744,0.888,0.64,0.957,60,8.5,0.3,24
6183,06_test.tif,0.523,0.391,0.789,0.86,80,8.0,0.9,22
6184,06_test.tif,0.312,0.187,0.943,0.594,80,7.0,0.7,24
6185,06_test.tif,0.761,0.806,0.72,0.956,80,6.5,0.1,16
6186,06_test.tif,0.63,0.968,0.467,0.947,60,9.0,0.3,10
6187,06_test.tif,0.653,0.961,0.495,0.949,60,9.0,0.3,12
6188,06_test.tif,0.52,0.39,0.78,0.86,60,8.0,0.9,22
6189,06_test.tif,0.34,0.208,0.928,0.649,80,6.5,0.7,18
6190,06_test.tif,0.699,0.936,0.557,0.953,60,9.0,0.3,18
6191,06_test.tif,0.717,0.918,0.588,0.955,80,9.0,0.5,22
6192,06_test.tif,0.648,0.963,0.488,0.948,60,8.5,0.3,10
6193,06_test.tif,0.703,0.93,0.565,0.954,80,8.0,0.5,14
6194,06_test.tif,0.758,0.847,0.685,0.957,60,6.5,0.1,14
6195,06_test.tif,0.758,0.85,0.683,0.957,60,7.5,0.3,20
6196,06_test.tif,0.704,0.932,0.566,0.954,60,8.5,0.3,16
6197,06_test.tif,0.29,0.171,0.955,0.544,60,6.0,0.7,16
6198,06_test.tif,0.628,0.966,0.465,0.946,60,7.5,0.7,10
6199,06_test.tif,0.692,0.94,0.548,0.953,60,9.5,0.3,20
6200,06_test.tif,0.505,0.375,0.775,0.852,60,6.0,0.9,10
6201,06_test.tif,0.688,0.942,0.542,0.952,60,8.5,0.3,14
6202,06_test.tif,0.676,0.949,0.525,0.951,60,8.5,0.1,10
6203,06_test.tif,0.737,0.701,0.778,0.946,60,6.5,0.5,16
6204,06_test.tif,0.688,0.941,0.542,0.952,60,8.0,0.1,10
6205,06_test.tif,0.709,0.925,0.575,0.954,80,8.5,0.3,16
6206,06_test.tif,0.413,0.274,0.843,0.767,60,7.0,0.9,16
6207,06_test.tif,0.7,0.933,0.56,0.953,80,9.5,0.3,20
6208,06_test.tif,0.29,0.172,0.931,0.556,60,6.5,0.9,16
6209,06_test.tif,0.634,0.967,0.472,0.947,60,9.5,0.3,12
6210,06_test.tif,0.708,0.928,0.572,0.954,60,8.0,0.3,14
6211,06_test.tif,0.715,0.861,0.612,0.953,80,6.5,0.9,10
6212,06_test.tif,0.706,0.927,0.57,0.954,60,8.5,0.5,18
6213,06_test.tif,0.76,0.837,0.695,0.957,60,7.0,0.1,18
6214,06_test.tif,0.579,0.975,0.412,0.942,60,9.5,0.9,18
6215,06_test.tif,0.712,0.917,0.583,0.954,60,7.5,0.7,14
6216,06_test.tif,0.627,0.957,0.466,0.946,60,8.5,0.9,16
6217,06_test.tif,0.278,0.163,0.946,0.522,60,6.0,0.9,14
6218,06_test.tif,0.745,0.881,0.645,0.957,60,7.0,0.1,14
6219,06_test.tif,0.688,0.936,0.544,0.952,80,7.0,0.7,10
6220,06_test.tif,0.565,0.978,0.397,0.94,60,9.5,0.9,16
6221,06_test.tif,0.747,0.718,0.778,0.949,80,7.0,0.3,22
6222,06_test.tif,0.311,0.186,0.942,0.594,60,7.0,0.7,24
6223,06_test.tif,0.468,0.315,0.909,0.799,60,6.0,0.3,18
6224,06_test.tif,0.705,0.908,0.576,0.953,80,8.0,0.9,16
6225,06_test.tif,0.277,0.162,0.963,0.512,60,6.5,0.7,22
6226,06_test.tif,0.744,0.889,0.64,0.957,60,8.5,0.5,24
6227,06_test.tif,0.691,0.937,0.547,0.952,80,9.5,0.1,14
6228,06_test.tif,0.729,0.901,0.612,0.956,80,8.0,0.1,16
6229,06_test.tif,0.706,0.926,0.57,0.954,80,7.5,0.1,10
6230,06_test.tif,0.708,0.628,0.811,0.935,80,7.0,0.3,24
6231,06_test.tif,0.271,0.158,0.957,0.498,60,6.5,0.9,20
6232,06_test.tif,0.741,0.885,0.637,0.957,60,7.5,0.7,16
6233,06_test.tif,0.271,0.158,0.959,0.497,80,6.0,0.9,16
6234,06_test.tif,0.708,0.926,0.573,0.954,80,9.5,0.3,22
6235,06_test.tif,0.725,0.907,0.604,0.955,80,7.0,0.7,12
6236,06_test.tif,0.296,0.176,0.926,0.572,60,7.5,0.9,24
6237,06_test.tif,0.756,0.849,0.682,0.957,80,8.0,0.3,24
6238,06_test.tif,0.736,0.889,0.629,0.956,80,8.0,0.1,18
6239,06_test.tif,0.762,0.809,0.72,0.956,60,7.0,0.1,20
6240,06_test.tif,0.753,0.867,0.666,0.957,60,7.5,0.5,18
6241,06_test.tif,0.707,0.924,0.573,0.954,80,8.5,0.1,14
6242,06_test.tif,0.671,0.953,0.518,0.951,60,9.0,0.3,14
6243,06_test.tif,0.416,0.269,0.915,0.75,60,6.0,0.5,16
6244,06_test.tif,0.594,0.974,0.428,0.943,60,9.0,0.7,14
6245,06_test.tif,0.721,0.911,0.596,0.955,80,9.0,0.1,20
6246,06_test.tif,0.712,0.922,0.58,0.954,80,7.0,0.3,10
6247,06_test.tif,0.732,0.68,0.793,0.944,80,6.0,0.1,16
6248,06_test.tif,0.749,0.872,0.657,0.957,60,8.0,0.1,22
6249,06_test.tif,0.754,0.847,0.679,0.957,60,6.5,0.7,12
6250,06_test.tif,0.649,0.946,0.494,0.948,60,9.5,0.9,24
6251,06_test.tif,0.696,0.934,0.555,0.953,80,9.5,0.5,22
6252,06_test.tif,0.696,0.936,0.555,0.953,60,7.5,0.5,12
6253,06_test.tif,0.721,0.918,0.593,0.955,60,9.5,0.1,24
6254,06_test.tif,0.716,0.889,0.599,0.954,80,8.5,0.9,20
6255,06_test.tif,0.729,0.906,0.61,0.956,80,6.5,0.5,10
6256,06_test.tif,0.277,0.162,0.951,0.516,80,6.5,0.9,18
6257,06_test.tif,0.562,0.978,0.394,0.94,60,8.0,0.9,10
6258,06_test.tif,0.267,0.155,0.967,0.484,80,6.0,0.9,18
6259,06_test.tif,0.57,0.47,0.725,0.894,60,7.0,0.9,14
6260,06_test.tif,0.726,0.908,0.604,0.956,80,8.0,0.3,16
6261,06_test.tif,0.744,0.88,0.644,0.957,80,8.0,0.3,20
6262,06_test.tif,0.719,0.918,0.59,0.955,60,9.0,0.1,20
6263,06_test.tif,0.702,0.933,0.563,0.954,60,7.5,0.1,10
