ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
3604,19_test.tif,0.832,0.931,0.752,0.975,80,9.0,0.3,16
3605,19_test.tif,0.223,0.126,0.99,0.428,80,6.0,0.5,24
3606,19_test.tif,0.822,0.776,0.872,0.969,60,7.0,0.1,22
3607,19_test.tif,0.507,0.345,0.959,0.845,80,7.0,0.5,24
3608,19_test.tif,0.847,0.86,0.833,0.975,60,8.0,0.5,18
3609,19_test.tif,0.82,0.769,0.877,0.968,80,7.5,0.3,24
3610,19_test.tif,0.265,0.154,0.973,0.553,60,8.0,0.9,20
3611,19_test.tif,0.797,0.719,0.895,0.962,60,6.5,0.1,20
3612,19_test.tif,0.834,0.931,0.756,0.975,60,9.0,0.5,16
3613,19_test.tif,0.844,0.914,0.784,0.976,60,8.0,0.7,12
3614,19_test.tif,0.818,0.946,0.721,0.973,60,9.0,0.1,14
3615,19_test.tif,0.257,0.148,0.983,0.528,60,6.0,0.5,18
3616,19_test.tif,0.835,0.801,0.872,0.971,60,6.5,0.7,10
3617,19_test.tif,0.844,0.852,0.837,0.974,60,7.5,0.3,18
3618,19_test.tif,0.841,0.904,0.786,0.975,60,7.0,0.1,12
3619,19_test.tif,0.799,0.958,0.685,0.971,80,9.5,0.1,10
3620,19_test.tif,0.814,0.756,0.882,0.967,60,6.5,0.3,16
3621,19_test.tif,0.716,0.584,0.926,0.939,60,6.5,0.1,24
3622,19_test.tif,0.845,0.87,0.822,0.975,60,8.5,0.3,24
3623,19_test.tif,0.242,0.138,0.977,0.491,80,8.0,0.9,22
3624,19_test.tif,0.234,0.133,0.984,0.466,80,7.0,0.7,24
3625,19_test.tif,0.833,0.809,0.859,0.971,80,6.5,0.1,16
3626,19_test.tif,0.793,0.965,0.673,0.971,60,9.0,0.3,10
3627,19_test.tif,0.81,0.954,0.703,0.973,60,9.0,0.3,12
3628,19_test.tif,0.241,0.138,0.977,0.491,60,8.0,0.9,22
3629,19_test.tif,0.241,0.137,0.982,0.486,80,6.5,0.7,18
3630,19_test.tif,0.835,0.925,0.76,0.975,60,9.0,0.3,18
3631,19_test.tif,0.846,0.885,0.811,0.976,80,9.0,0.5,22
3632,19_test.tif,0.806,0.957,0.696,0.972,60,8.5,0.3,10
3633,19_test.tif,0.846,0.902,0.796,0.976,80,8.0,0.5,14
3634,19_test.tif,0.843,0.847,0.84,0.974,60,6.5,0.1,14
3635,19_test.tif,0.84,0.83,0.85,0.973,60,7.5,0.3,20
3636,19_test.tif,0.837,0.921,0.767,0.975,60,8.5,0.3,16
3637,19_test.tif,0.227,0.128,0.985,0.443,60,6.0,0.7,16
3638,19_test.tif,0.843,0.918,0.779,0.976,60,7.5,0.7,10
3639,19_test.tif,0.832,0.931,0.753,0.975,60,9.5,0.3,20
3640,19_test.tif,0.234,0.133,0.977,0.47,60,6.0,0.9,10
3641,19_test.tif,0.831,0.934,0.748,0.975,60,8.5,0.3,14
3642,19_test.tif,0.805,0.955,0.696,0.972,60,8.5,0.1,10
3643,19_test.tif,0.738,0.615,0.923,0.946,60,6.5,0.5,16
3644,19_test.tif,0.816,0.949,0.715,0.973,60,8.0,0.1,10
3645,19_test.tif,0.839,0.917,0.773,0.975,80,8.5,0.3,16
3646,19_test.tif,0.23,0.13,0.979,0.455,60,7.0,0.9,16
3647,19_test.tif,0.835,0.926,0.761,0.975,80,9.5,0.3,20
3648,19_test.tif,0.224,0.126,0.985,0.434,60,6.5,0.9,16
3649,19_test.tif,0.798,0.962,0.682,0.971,60,9.5,0.3,12
3650,19_test.tif,0.838,0.918,0.771,0.975,60,8.0,0.3,14
3651,19_test.tif,0.315,0.188,0.966,0.651,80,6.5,0.9,10
3652,19_test.tif,0.846,0.893,0.804,0.976,60,8.5,0.5,18
3653,19_test.tif,0.84,0.835,0.844,0.973,60,7.0,0.1,18
3654,19_test.tif,0.842,0.865,0.821,0.975,60,9.5,0.9,18
3655,19_test.tif,0.839,0.819,0.86,0.973,60,7.5,0.7,14
3656,19_test.tif,0.771,0.676,0.896,0.956,60,8.5,0.9,16
3657,19_test.tif,0.223,0.126,0.987,0.43,60,6.0,0.9,14
3658,19_test.tif,0.844,0.883,0.808,0.975,60,7.0,0.1,14
3659,19_test.tif,0.851,0.873,0.831,0.976,80,7.0,0.7,10
3660,19_test.tif,0.837,0.906,0.777,0.975,60,9.5,0.9,16
3661,19_test.tif,0.791,0.706,0.899,0.961,80,7.0,0.3,22
3662,19_test.tif,0.234,0.133,0.984,0.466,60,7.0,0.7,24
3663,19_test.tif,0.547,0.383,0.957,0.868,60,6.0,0.3,18
3664,19_test.tif,0.448,0.294,0.948,0.807,80,8.0,0.9,16
3665,19_test.tif,0.225,0.127,0.987,0.436,60,6.5,0.7,22
3666,19_test.tif,0.843,0.84,0.846,0.974,60,8.5,0.5,24
3667,19_test.tif,0.816,0.949,0.716,0.973,80,9.5,0.1,14
3668,19_test.tif,0.84,0.907,0.782,0.975,80,8.0,0.1,16
3669,19_test.tif,0.827,0.934,0.742,0.974,80,7.5,0.1,10
3670,19_test.tif,0.756,0.644,0.914,0.951,80,7.0,0.3,24
3671,19_test.tif,0.222,0.125,0.988,0.426,60,6.5,0.9,20
3672,19_test.tif,0.816,0.755,0.888,0.967,60,7.5,0.7,16
3673,19_test.tif,0.222,0.125,0.988,0.425,80,6.0,0.9,16
3674,19_test.tif,0.839,0.918,0.772,0.975,80,9.5,0.3,22
3675,19_test.tif,0.835,0.802,0.87,0.971,80,7.0,0.7,12
3676,19_test.tif,0.224,0.127,0.984,0.436,60,7.5,0.9,24
3677,19_test.tif,0.84,0.831,0.849,0.973,80,8.0,0.3,24
3678,19_test.tif,0.843,0.895,0.797,0.975,80,8.0,0.1,18
3679,19_test.tif,0.834,0.81,0.859,0.972,60,7.0,0.1,20
3680,19_test.tif,0.835,0.81,0.862,0.972,60,7.5,0.5,18
3681,19_test.tif,0.828,0.932,0.745,0.974,80,8.5,0.1,14
3682,19_test.tif,0.821,0.945,0.726,0.974,60,9.0,0.3,14
3683,19_test.tif,0.364,0.224,0.973,0.718,60,6.0,0.5,16
3684,19_test.tif,0.831,0.938,0.747,0.975,60,9.0,0.7,14
3685,19_test.tif,0.837,0.918,0.769,0.975,80,9.0,0.1,20
3686,19_test.tif,0.84,0.914,0.777,0.975,80,7.0,0.3,10
3687,19_test.tif,0.794,0.712,0.897,0.961,80,6.0,0.1,16
3688,19_test.tif,0.844,0.873,0.816,0.975,60,8.0,0.1,22
3689,19_test.tif,0.758,0.645,0.919,0.951,60,6.5,0.7,12
3690,19_test.tif,0.758,0.649,0.91,0.952,60,9.5,0.9,24
3691,19_test.tif,0.843,0.908,0.787,0.976,80,9.5,0.5,22
3692,19_test.tif,0.845,0.904,0.794,0.976,60,7.5,0.5,12
3693,19_test.tif,0.835,0.921,0.764,0.975,60,9.5,0.1,24
3694,19_test.tif,0.421,0.27,0.953,0.783,80,8.5,0.9,20
3695,19_test.tif,0.847,0.865,0.83,0.975,80,6.5,0.5,10
3696,19_test.tif,0.223,0.126,0.987,0.429,80,6.5,0.9,18
3697,19_test.tif,0.834,0.908,0.77,0.974,60,8.0,0.9,10
3698,19_test.tif,0.221,0.125,0.989,0.423,80,6.0,0.9,18
3699,19_test.tif,0.248,0.142,0.974,0.509,60,7.0,0.9,14
3700,19_test.tif,0.844,0.898,0.796,0.976,80,8.0,0.3,16
3701,19_test.tif,0.845,0.866,0.825,0.975,80,8.0,0.3,20
3702,19_test.tif,0.835,0.923,0.763,0.975,60,9.0,0.1,20
3703,19_test.tif,0.824,0.938,0.734,0.974,60,7.5,0.1,10
3704,19_test.tif,0.845,0.871,0.821,0.975,80,7.5,0.3,16
3705,19_test.tif,0.835,0.934,0.754,0.975,80,9.5,0.7,16
3706,19_test.tif,0.838,0.917,0.771,0.975,60,8.5,0.1,18
3707,19_test.tif,0.653,0.499,0.943,0.917,60,7.0,0.5,22
3708,19_test.tif,0.843,0.89,0.8,0.975,60,7.5,0.1,16
3709,19_test.tif,0.815,0.754,0.888,0.967,60,8.5,0.7,24
3710,19_test.tif,0.479,0.32,0.957,0.827,60,6.5,0.7,14
3711,19_test.tif,0.724,0.592,0.93,0.941,60,6.0,0.7,10
3712,19_test.tif,0.838,0.927,0.765,0.976,80,7.5,0.5,10
3713,19_test.tif,0.225,0.127,0.985,0.436,80,7.5,0.9,24
3714,19_test.tif,0.774,0.967,0.646,0.969,80,9.5,0.9,10
3715,19_test.tif,0.223,0.126,0.987,0.43,60,7.0,0.9,22
3716,19_test.tif,0.84,0.833,0.848,0.973,60,7.0,0.3,16
3717,19_test.tif,0.823,0.95,0.725,0.974,80,9.5,0.7,14
3718,19_test.tif,0.789,0.969,0.666,0.971,60,9.0,0.5,10
3719,19_test.tif,0.822,0.777,0.873,0.969,80,6.0,0.1,14
3720,19_test.tif,0.832,0.795,0.873,0.971,60,8.0,0.7,18
3721,19_test.tif,0.51,0.347,0.962,0.847,60,6.0,0.1,22
3722,19_test.tif,0.711,0.576,0.929,0.937,80,6.0,0.3,16
3723,19_test.tif,0.668,0.518,0.941,0.922,80,7.5,0.7,20
3724,19_test.tif,0.81,0.742,0.891,0.965,60,8.0,0.7,20
3725,19_test.tif,0.851,0.875,0.828,0.976,80,8.0,0.7,14
3726,19_test.tif,0.839,0.91,0.779,0.975,80,9.0,0.1,22
3727,19_test.tif,0.822,0.773,0.877,0.968,60,7.5,0.3,24
3728,19_test.tif,0.222,0.125,0.989,0.427,60,6.0,0.7,20
3729,19_test.tif,0.841,0.828,0.854,0.973,60,7.0,0.5,14
3730,19_test.tif,0.845,0.885,0.807,0.975,60,8.0,0.3,18
3731,19_test.tif,0.844,0.895,0.798,0.975,60,8.5,0.3,20
3732,19_test.tif,0.769,0.665,0.913,0.955,60,7.5,0.7,18
3733,19_test.tif,0.225,0.127,0.983,0.437,80,6.0,0.9,12
3734,19_test.tif,0.836,0.805,0.869,0.972,60,7.0,0.7,12
3735,19_test.tif,0.837,0.898,0.784,0.975,60,9.0,0.9,14
3736,19_test.tif,0.77,0.97,0.638,0.968,60,9.0,0.9,10
3737,19_test.tif,0.844,0.844,0.844,0.974,60,7.5,0.5,16
3738,19_test.tif,0.726,0.598,0.923,0.942,60,6.5,0.3,20
3739,19_test.tif,0.444,0.288,0.962,0.8,60,7.0,0.7,18
3740,19_test.tif,0.831,0.934,0.748,0.975,60,8.0,0.3,12
3741,19_test.tif,0.848,0.884,0.815,0.976,60,8.0,0.5,16
3742,19_test.tif,0.421,0.27,0.952,0.783,60,8.5,0.9,20
3743,19_test.tif,0.594,0.439,0.919,0.896,60,7.0,0.9,10
3744,19_test.tif,0.841,0.917,0.776,0.976,60,9.0,0.5,18
3745,19_test.tif,0.839,0.834,0.845,0.973,80,7.5,0.1,22
3746,19_test.tif,0.84,0.912,0.779,0.975,80,7.5,0.3,12
3747,19_test.tif,0.221,0.124,0.989,0.421,60,6.0,0.9,20
3748,19_test.tif,0.823,0.776,0.876,0.969,80,8.0,0.5,24
3749,19_test.tif,0.221,0.124,0.99,0.42,60,6.0,0.7,24
3750,19_test.tif,0.223,0.126,0.988,0.43,60,6.5,0.7,24
3751,19_test.tif,0.843,0.885,0.804,0.975,60,8.0,0.1,20
3752,19_test.tif,0.296,0.174,0.977,0.615,60,6.5,0.7,16
3753,19_test.tif,0.816,0.955,0.712,0.973,80,8.5,0.7,10
3754,19_test.tif,0.836,0.92,0.765,0.975,80,7.0,0.1,10
3755,19_test.tif,0.777,0.974,0.647,0.969,60,9.0,0.7,10
3756,19_test.tif,0.292,0.172,0.98,0.607,80,6.5,0.5,22
3757,19_test.tif,0.247,0.141,0.985,0.502,80,6.5,0.5,24
3758,19_test.tif,0.839,0.915,0.775,0.975,60,9.0,0.3,20
3759,19_test.tif,0.836,0.933,0.757,0.975,80,8.5,0.7,12
3760,19_test.tif,0.627,0.469,0.947,0.907,60,6.5,0.3,22
3761,19_test.tif,0.821,0.952,0.722,0.974,80,9.0,0.7,12
3762,19_test.tif,0.238,0.135,0.988,0.474,60,6.0,0.3,24
3763,19_test.tif,0.841,0.824,0.859,0.973,80,8.5,0.7,20
3764,19_test.tif,0.829,0.936,0.743,0.974,60,7.5,0.3,10
3765,19_test.tif,0.844,0.849,0.839,0.974,80,7.5,0.3,18
3766,19_test.tif,0.619,0.459,0.949,0.903,80,6.0,0.5,14
3767,19_test.tif,0.84,0.825,0.856,0.973,80,7.0,0.5,14
3768,19_test.tif,0.781,0.97,0.654,0.97,60,9.5,0.3,10
3769,19_test.tif,0.836,0.92,0.766,0.975,80,8.0,0.1,14
3770,19_test.tif,0.782,0.689,0.905,0.958,60,6.5,0.3,18
3771,19_test.tif,0.308,0.183,0.976,0.637,60,7.0,0.7,20
3772,19_test.tif,0.365,0.225,0.958,0.723,60,7.5,0.9,14
3773,19_test.tif,0.846,0.889,0.807,0.976,60,9.0,0.5,22
3774,19_test.tif,0.228,0.129,0.985,0.447,80,6.5,0.7,20
3775,19_test.tif,0.825,0.937,0.738,0.974,60,8.5,0.1,14
3776,19_test.tif,0.844,0.895,0.798,0.976,60,7.5,0.3,14
3777,19_test.tif,0.804,0.955,0.695,0.972,80,9.5,0.9,12
3778,19_test.tif,0.221,0.125,0.989,0.423,60,6.0,0.7,22
3779,19_test.tif,0.231,0.131,0.987,0.455,60,6.0,0.5,20
3780,19_test.tif,0.79,0.703,0.9,0.96,80,6.0,0.3,14
3781,19_test.tif,0.223,0.126,0.99,0.428,60,6.0,0.5,24
3782,19_test.tif,0.846,0.865,0.827,0.975,60,7.0,0.3,14
3783,19_test.tif,0.767,0.662,0.912,0.954,80,7.5,0.5,24
3784,19_test.tif,0.827,0.788,0.87,0.97,80,6.0,0.3,12
3785,19_test.tif,0.833,0.926,0.757,0.975,80,9.0,0.1,18
3786,19_test.tif,0.842,0.904,0.788,0.975,80,7.5,0.1,14
3787,19_test.tif,0.841,0.911,0.78,0.975,80,9.0,0.3,20
3788,19_test.tif,0.845,0.887,0.806,0.975,80,7.0,0.3,12
3789,19_test.tif,0.843,0.911,0.784,0.976,60,8.5,0.5,16
3790,19_test.tif,0.813,0.956,0.708,0.973,60,9.5,0.5,14
3791,19_test.tif,0.844,0.858,0.83,0.974,80,7.0,0.1,16
3792,19_test.tif,0.369,0.227,0.971,0.724,80,7.5,0.7,24
3793,19_test.tif,0.813,0.958,0.707,0.973,60,9.0,0.7,12
3794,19_test.tif,0.768,0.664,0.911,0.954,60,7.5,0.5,24
3795,19_test.tif,0.401,0.253,0.97,0.76,80,6.5,0.5,20
3796,19_test.tif,0.843,0.87,0.818,0.975,80,7.5,0.1,18
3797,19_test.tif,0.814,0.752,0.888,0.966,80,8.5,0.7,24
3798,19_test.tif,0.842,0.897,0.794,0.975,60,8.5,0.1,22
3799,19_test.tif,0.325,0.195,0.965,0.667,80,7.0,0.9,12
3800,19_test.tif,0.836,0.81,0.862,0.972,60,6.5,0.5,12
3801,19_test.tif,0.847,0.869,0.827,0.975,60,7.0,0.5,12
3802,19_test.tif,0.371,0.229,0.975,0.726,60,6.0,0.1,24
3803,19_test.tif,0.844,0.903,0.793,0.976,60,9.0,0.5,20
3804,19_test.tif,0.831,0.793,0.873,0.971,60,8.5,0.7,22
3805,19_test.tif,0.85,0.886,0.817,0.976,60,8.5,0.7,16
3806,19_test.tif,0.841,0.907,0.783,0.975,60,8.5,0.1,20
3807,19_test.tif,0.788,0.971,0.663,0.97,60,9.5,0.7,12
3808,19_test.tif,0.238,0.135,0.988,0.474,80,6.0,0.3,24
3809,19_test.tif,0.739,0.98,0.593,0.965,60,9.5,0.9,10
3810,19_test.tif,0.584,0.426,0.931,0.89,60,8.5,0.9,18
3811,19_test.tif,0.459,0.303,0.949,0.814,60,9.0,0.9,24
3812,19_test.tif,0.825,0.942,0.733,0.974,80,9.5,0.3,16
3813,19_test.tif,0.584,0.425,0.932,0.89,80,8.5,0.9,18
3814,19_test.tif,0.807,0.959,0.696,0.972,80,9.5,0.5,12
3815,19_test.tif,0.808,0.953,0.701,0.972,60,9.0,0.1,12
3816,19_test.tif,0.842,0.844,0.841,0.974,80,6.5,0.1,14
3817,19_test.tif,0.619,0.459,0.948,0.903,60,6.0,0.5,14
3818,19_test.tif,0.85,0.871,0.83,0.976,80,9.5,0.7,24
3819,19_test.tif,0.837,0.922,0.766,0.975,60,9.5,0.3,22
3820,19_test.tif,0.51,0.347,0.962,0.847,80,6.0,0.1,22
3821,19_test.tif,0.82,0.946,0.724,0.974,60,9.5,0.3,16
3822,19_test.tif,0.836,0.816,0.856,0.972,80,7.5,0.1,24
3823,19_test.tif,0.82,0.77,0.877,0.968,60,6.5,0.1,18
3824,19_test.tif,0.832,0.928,0.754,0.975,60,9.5,0.1,22
3825,19_test.tif,0.725,0.596,0.924,0.942,80,6.5,0.3,20
3826,19_test.tif,0.272,0.158,0.984,0.564,60,6.0,0.3,22
3827,19_test.tif,0.85,0.876,0.826,0.976,60,9.0,0.7,20
3828,19_test.tif,0.586,0.424,0.951,0.889,80,6.5,0.5,18
3829,19_test.tif,0.84,0.836,0.843,0.973,60,7.5,0.1,22
3830,19_test.tif,0.823,0.94,0.732,0.974,60,9.5,0.1,18
3831,19_test.tif,0.627,0.469,0.947,0.907,80,6.5,0.3,22
3832,19_test.tif,0.757,0.646,0.914,0.951,60,7.0,0.3,24
3833,19_test.tif,0.83,0.931,0.749,0.975,60,9.0,0.1,18
3834,19_test.tif,0.229,0.13,0.98,0.453,60,7.5,0.9,20
3835,19_test.tif,0.84,0.919,0.774,0.976,80,9.5,0.5,20
3836,19_test.tif,0.844,0.854,0.833,0.974,80,7.5,0.1,20
3837,19_test.tif,0.22,0.124,0.989,0.42,60,6.0,0.9,22
3838,19_test.tif,0.84,0.83,0.849,0.973,80,7.0,0.3,16
3839,19_test.tif,0.791,0.704,0.903,0.96,60,7.0,0.7,14
3840,19_test.tif,0.226,0.128,0.981,0.442,60,6.5,0.9,14
3841,02_test.tif,0.785,0.893,0.701,0.961,60,8.0,0.1,24
3842,02_test.tif,0.612,0.972,0.447,0.942,60,9.0,0.7,16
3843,02_test.tif,0.729,0.942,0.595,0.955,80,9.0,0.5,24
3844,02_test.tif,0.667,0.953,0.514,0.948,80,9.0,0.9,18
3845,02_test.tif,0.659,0.953,0.504,0.947,80,9.0,0.9,14
3846,02_test.tif,0.728,0.932,0.597,0.954,80,8.5,0.9,24
3847,02_test.tif,0.509,0.368,0.826,0.837,80,7.0,0.9,22
3848,02_test.tif,0.311,0.186,0.939,0.574,60,6.5,0.9,24
3849,02_test.tif,0.753,0.672,0.858,0.942,80,6.0,0.1,24
3850,02_test.tif,0.792,0.889,0.714,0.962,60,7.5,0.3,22
3851,02_test.tif,0.788,0.897,0.703,0.961,80,6.5,0.5,14
3852,02_test.tif,0.737,0.935,0.608,0.956,80,9.0,0.1,16
3853,02_test.tif,0.3,0.178,0.957,0.542,80,6.0,0.7,24
3854,02_test.tif,0.762,0.923,0.649,0.959,80,8.5,0.3,22
3855,02_test.tif,0.724,0.943,0.587,0.954,80,8.0,0.5,16
3856,02_test.tif,0.669,0.952,0.516,0.948,80,9.5,0.9,22
3857,02_test.tif,0.658,0.613,0.71,0.924,60,6.0,0.9,12
3858,02_test.tif,0.622,0.971,0.457,0.943,60,9.5,0.5,16
3859,02_test.tif,0.757,0.928,0.639,0.958,80,8.0,0.5,20
3860,02_test.tif,0.801,0.832,0.772,0.961,80,6.5,0.1,20
3861,02_test.tif,0.673,0.952,0.521,0.948,80,9.5,0.5,16
3862,02_test.tif,0.438,0.293,0.871,0.771,80,7.0,0.9,24
3863,02_test.tif,0.635,0.969,0.472,0.944,60,9.5,0.7,22
3864,02_test.tif,0.603,0.972,0.437,0.941,60,9.5,0.9,20
3865,02_test.tif,0.673,0.963,0.518,0.949,60,9.5,0.1,10
3866,02_test.tif,0.768,0.913,0.662,0.959,80,8.0,0.7,24
3867,02_test.tif,0.65,0.968,0.489,0.946,60,7.5,0.5,10
3868,02_test.tif,0.723,0.943,0.586,0.954,80,8.0,0.7,18
3869,02_test.tif,0.769,0.925,0.658,0.96,60,6.0,0.5,10
3870,02_test.tif,0.647,0.966,0.486,0.946,60,8.0,0.9,16
3871,02_test.tif,0.761,0.924,0.647,0.958,80,8.0,0.3,18
3872,02_test.tif,0.662,0.953,0.508,0.947,80,7.5,0.9,10
3873,02_test.tif,0.777,0.727,0.835,0.951,60,6.0,0.3,20
3874,02_test.tif,0.787,0.89,0.705,0.961,60,6.0,0.7,12
3875,02_test.tif,0.659,0.953,0.504,0.947,80,8.5,0.9,12
3876,02_test.tif,0.658,0.952,0.502,0.946,80,9.0,0.9,10
3877,02_test.tif,0.792,0.765,0.821,0.956,80,6.5,0.3,24
3878,02_test.tif,0.794,0.814,0.776,0.959,60,7.0,0.7,22
3879,02_test.tif,0.663,0.962,0.506,0.947,60,6.5,0.9,10
3880,02_test.tif,0.658,0.952,0.502,0.946,80,8.5,0.9,10
3881,02_test.tif,0.766,0.918,0.656,0.959,60,7.5,0.7,20
3882,02_test.tif,0.75,0.931,0.628,0.957,60,8.0,0.1,14
3883,02_test.tif,0.73,0.941,0.596,0.955,80,8.5,0.5,20
3884,02_test.tif,0.686,0.952,0.537,0.95,80,9.5,0.3,14
3885,02_test.tif,0.761,0.923,0.648,0.958,60,8.0,0.1,16
3886,02_test.tif,0.766,0.915,0.658,0.959,80,8.5,0.1,20
3887,02_test.tif,0.598,0.973,0.432,0.941,60,7.5,0.9,10
3888,02_test.tif,0.608,0.972,0.442,0.942,60,9.5,0.7,18
3889,02_test.tif,0.659,0.953,0.504,0.947,80,9.5,0.9,16
3890,02_test.tif,0.794,0.808,0.78,0.958,80,6.0,0.7,14
3891,02_test.tif,0.673,0.952,0.52,0.948,80,9.5,0.7,20
3892,02_test.tif,0.742,0.936,0.615,0.956,80,8.0,0.5,18
3893,02_test.tif,0.741,0.936,0.613,0.956,80,8.5,0.3,18
3894,02_test.tif,0.714,0.942,0.575,0.953,80,8.5,0.9,22
3895,02_test.tif,0.706,0.954,0.561,0.952,60,9.5,0.1,14
3896,02_test.tif,0.717,0.953,0.574,0.953,60,8.5,0.5,20
3897,02_test.tif,0.72,0.751,0.692,0.945,60,7.5,0.9,22
3898,02_test.tif,0.728,0.939,0.594,0.954,80,8.5,0.1,12
3899,02_test.tif,0.776,0.903,0.681,0.96,80,8.5,0.1,24
3900,02_test.tif,0.686,0.96,0.534,0.95,60,9.0,0.1,10
3901,02_test.tif,0.78,0.898,0.689,0.96,80,6.5,0.1,12
3902,02_test.tif,0.713,0.946,0.572,0.953,80,8.5,0.3,14
3903,02_test.tif,0.69,0.952,0.542,0.95,80,8.0,0.5,12
3904,02_test.tif,0.626,0.971,0.462,0.943,60,9.0,0.5,14
3905,02_test.tif,0.774,0.905,0.676,0.96,80,7.5,0.1,16
3906,02_test.tif,0.345,0.212,0.92,0.642,60,6.5,0.9,22
3907,02_test.tif,0.612,0.972,0.446,0.942,60,9.5,0.9,22
3908,02_test.tif,0.694,0.949,0.547,0.951,60,7.5,0.9,16
3909,02_test.tif,0.595,0.448,0.887,0.877,60,6.0,0.7,18
3910,02_test.tif,0.797,0.867,0.738,0.962,80,6.5,0.3,16
3911,02_test.tif,0.752,0.929,0.631,0.957,80,6.5,0.7,12
3912,02_test.tif,0.729,0.949,0.592,0.955,60,6.5,0.5,10
3913,02_test.tif,0.71,0.946,0.568,0.952,80,9.5,0.1,12
3914,02_test.tif,0.792,0.875,0.723,0.961,80,6.0,0.1,12
3915,02_test.tif,0.734,0.937,0.603,0.955,80,9.5,0.1,18
3916,02_test.tif,0.675,0.952,0.523,0.948,80,9.0,0.5,14
3917,02_test.tif,0.792,0.885,0.717,0.961,60,6.0,0.3,12
3918,02_test.tif,0.77,0.921,0.662,0.96,60,8.0,0.3,20
3919,02_test.tif,0.798,0.847,0.755,0.961,80,6.5,0.1,18
3920,02_test.tif,0.637,0.97,0.475,0.945,60,9.5,0.5,18
3921,02_test.tif,0.686,0.962,0.534,0.95,60,7.0,0.5,10
3922,02_test.tif,0.75,0.932,0.627,0.957,60,7.0,0.1,10
3923,02_test.tif,0.722,0.922,0.593,0.953,60,7.5,0.9,18
3924,02_test.tif,0.762,0.693,0.847,0.946,60,6.5,0.5,24
3925,02_test.tif,0.676,0.952,0.524,0.949,80,8.5,0.5,12
3926,02_test.tif,0.8,0.846,0.76,0.961,80,6.5,0.3,18
3927,02_test.tif,0.744,0.933,0.619,0.956,80,7.0,0.7,14
3928,02_test.tif,0.683,0.952,0.533,0.949,80,8.5,0.7,16
3929,02_test.tif,0.777,0.903,0.682,0.96,80,8.0,0.1,20
3930,02_test.tif,0.752,0.925,0.634,0.957,80,7.5,0.1,12
3931,02_test.tif,0.794,0.871,0.729,0.961,60,7.5,0.1,24
3932,02_test.tif,0.7,0.95,0.554,0.951,80,8.5,0.3,12
3933,02_test.tif,0.662,0.953,0.508,0.947,80,9.0,0.9,16
3934,02_test.tif,0.753,0.936,0.629,0.958,60,8.0,0.5,20
3935,02_test.tif,0.687,0.952,0.537,0.95,80,9.0,0.3,12
3936,02_test.tif,0.277,0.162,0.958,0.487,80,6.0,0.9,22
3937,02_test.tif,0.717,0.947,0.577,0.953,80,8.5,0.5,18
3938,02_test.tif,0.771,0.909,0.67,0.959,80,8.5,0.1,22
3939,02_test.tif,0.705,0.949,0.56,0.952,80,9.5,0.3,18
3940,02_test.tif,0.712,0.71,0.715,0.941,80,7.0,0.9,18
3941,02_test.tif,0.624,0.971,0.46,0.943,60,8.0,0.5,10
3942,02_test.tif,0.608,0.973,0.442,0.942,60,9.0,0.5,12
3943,02_test.tif,0.592,0.972,0.426,0.94,60,8.5,0.9,12
3944,02_test.tif,0.78,0.902,0.686,0.96,60,6.0,0.1,10
3945,02_test.tif,0.689,0.951,0.54,0.95,80,9.0,0.7,20
3946,02_test.tif,0.795,0.81,0.781,0.959,80,7.0,0.7,22
3947,02_test.tif,0.682,0.963,0.528,0.95,60,9.5,0.3,18
3948,02_test.tif,0.783,0.899,0.694,0.961,60,7.5,0.7,22
3949,02_test.tif,0.792,0.89,0.714,0.962,60,6.0,0.5,12
3950,02_test.tif,0.751,0.877,0.657,0.955,80,7.0,0.9,16
3951,02_test.tif,0.791,0.876,0.722,0.961,80,7.0,0.1,18
3952,02_test.tif,0.753,0.866,0.666,0.955,80,7.5,0.9,20
3953,02_test.tif,0.726,0.95,0.588,0.955,60,9.5,0.3,24
3954,02_test.tif,0.765,0.921,0.654,0.959,60,9.0,0.1,24
3955,02_test.tif,0.789,0.884,0.713,0.961,80,6.0,0.7,12
3956,02_test.tif,0.674,0.952,0.522,0.948,80,8.0,0.5,10
3957,02_test.tif,0.767,0.926,0.655,0.959,60,8.0,0.5,22
3958,02_test.tif,0.723,0.937,0.589,0.954,80,7.5,0.9,16
3959,02_test.tif,0.745,0.939,0.618,0.957,60,8.0,0.3,16
3960,02_test.tif,0.676,0.952,0.524,0.949,80,9.0,0.9,20
3961,02_test.tif,0.666,0.953,0.512,0.947,80,9.5,0.5,14
3962,02_test.tif,0.797,0.87,0.735,0.962,60,7.0,0.3,20
3963,02_test.tif,0.747,0.934,0.623,0.957,60,8.5,0.1,16
3964,02_test.tif,0.71,0.948,0.568,0.953,80,7.5,0.5,12
3965,02_test.tif,0.736,0.94,0.605,0.956,60,8.0,0.1,12
3966,02_test.tif,0.716,0.944,0.577,0.953,80,8.5,0.1,10
3967,02_test.tif,0.774,0.722,0.835,0.95,80,6.0,0.5,18
3968,02_test.tif,0.733,0.941,0.601,0.955,60,9.0,0.1,16
3969,02_test.tif,0.77,0.919,0.663,0.959,80,7.5,0.5,18
